WKT,kenyaopendata:Boys Toilets,kenyaopendata:Costituency,kenyaopendata:District,kenyaopendata:Division,kenyaopendata:GOK TSC Female,kenyaopendata:GOK TSC Male,kenyaopendata:Girls Toilets,kenyaopendata:Level of Education,kenyaopendata:Local Authority Female,kenyaopendata:Local Authority Male,kenyaopendata:Location,kenyaopendata:Non-Teaching Staff Female,kenyaopendata:Non-Teaching Staff Male,kenyaopendata:Others Female,kenyaopendata:Others Male,kenyaopendata:PTA BOG Female,kenyaopendata:PTA BOG Male,kenyaopendata:Province,kenyaopendata:Pupil Classroom Ratio,kenyaopendata:Pupil Teacher Ratio,kenyaopendata:Pupil Toilet Ratio,kenyaopendata:School Institution Type_1,kenyaopendata:School Institution Type_2,kenyaopendata:School Institution Type_3,kenyaopendata:Sponsor of School,kenyaopendata:Status of School,kenyaopendata:Teachers Toilets,kenyaopendata:Total Boys,kenyaopendata:Total Enrolment,kenyaopendata:Total Girls,kenyaopendata:Total Number of Classrooms,kenyaopendata:Total Toilets,kenyaopendata:official_name,osm:_timestamp,osm:_user,osm:accessibility,osm:amenity,osm:boundary_type:Ward_boundary,osm:building:levels,osm:building:material,osm:building:roof,osm:contact:address,osm:contact:phone,osm:education:curriculum,osm:education:exam_center,osm:education:extra_drama,osm:education:extra_music,osm:education:extra_scouts,osm:education:extra_sports,osm:education:fees,osm:education:gender_type,osm:education:government_registered,osm:education:management_committee,osm:education:program_counselling,osm:education:program_feeding,osm:education:program_sanitary_towel,osm:education:pta,osm:education:students,osm:education:teachers,osm:education:teachers_female,osm:education:teachers_male,osm:education:teachers_trained,osm:education:tsc_employed,osm:education:type,osm:electricity:operational_status,osm:id,osm:image:classroom,osm:image:compound,osm:image:other,osm:image:outside,osm:is_in:constituency,osm:is_in:estate,osm:is_in:ward,osm:location,osm:name,osm:official_name,osm:operational_status:electricity,osm:operator:name,osm:operator:type,osm:place:village,osm:toilet:present,osm:contact:email,osm:education:fees_level4,osm:education:fees_level5,osm:education:program_orphans,osm:education:student_age_range,osm:education:students_female,osm:education:students_male,osm:opening_hours,osm:education:boarding,osm:education:fees_level1,osm:education:fees_level2,osm:education:fees_level3,osm:education:program_counseling,osm:education:program_other,osm:education:program_special_needs,osm:education:program_sports,osm:education:staff_female,osm:education:staff_male,osm:media:video_device_number,osm:media:video_number,osm:operational_status,osm:education:fees_optional,osm:education:school_head,osm:image,osm:is_in:village,osm:operator:description,osm:education:description,osm:education:fees_sponsored,osm:source,osm:education:exam_affiliate,osm:education:teachers_untrained,kenyaopendata:Acreage,kenyaopendata:Acreage per enrolment,kenyaopendata:Code,kenyaopendata:Day or Boarding,kenyaopendata:Girls/Boys/Mixed,kenyaopendata:Local Authority Female Teachers,kenyaopendata:Local Authority Male Teachers,kenyaopendata:Non Teaching Staff Female,kenyaopendata:Non Teaching Staff Male,kenyaopendata:Ordinary or Special,kenyaopendata:Other Female Teachers,kenyaopendata:Other Male Teachers,kenyaopendata:PTA Board of Governors Female Teacher,kenyaopendata:PTA Board of Governors Male Teacher,kenyaopendata:Public or Private,kenyaopendata:School Address,kenyaopendata:School Sponsor,kenyaopendata:School Zone,kenyaopendata:Sublocation,kenyaopendata:TSC Female Teachers,kenyaopendata:TSC Male Teachers,kenyaopendata:Total Enrolment 2007,kenyaopendata:Total Teaching staff,osm:education:fees_level6,osm:media:camera_device_number,osm:media:camera_number,osm:education:program_scouting,osm:education:program_description,osm:education:extra_other,osm:education:student_female,osm:education:student_male,osm:education:program_computers,osm:description,osm:station:type_description,osm:education:teachers_tsc,osm:designation,osm:security:gbv_support,osm:toilet:arranged_name,osm:education:program_specialneeds,osm:boundary_type:Constituency_boundary,osm:registered_voters,osm:building,osm:fee,osm:education:committees,osm:health_facility:referals,osm:medical_service:psychosocial_support_counselling,osm:medical_staff:counsellor,osm:medical_staff:description,osm:note,osm:contact:website,osm:addr:postcode,osm:website,osm:education:accessibility,osm:education:management_commitee,osm:education:program_WASH,osm:education:program_handwashing,osm:education:program_rain,osm:education:student_disable,osm:safe_place:acessible,osm:safe_place:compound,osm:safe_place:protected/secure,osm:safe_place:school,osm:security:description,osm:social_facility
"MULTIPOINT ((36.7943387 -1.3184673),(36.793682 -1.315809))",2,LANGATA,NAIROBI,KIBERA,0,0,3,PRIMARY SCHOOL,0,0,KIBERA,0,0,5,7,0,0,NAIROBI,29,26.6,63.8,MIXED,DAY ONLY,ORDINARY,NGO/CBO,PRIVATE,2,153,319,166,11,0,KIBERA SILANGA BIBLE BAPTIST PRI SCH,2017/12/20,muindre,foot,school,,1,cement_block,ironsheets,"P O Box 625 -00100, Nairobi",0725 488 163,8_4_4,yes,,,,,0,mixed,moe,yes,yes,other,yes,,361,15,10,5,9,,primary,often,node/748845930,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Kibera%20New%20Hope%20Center/class%201.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Kibera%20New%20Hope%20Center/compound.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Kibera%20New%20Hope%20Center/building.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Kibera%20New%20Hope%20Center/sign%20post.JPG,,,,kibera,Kibera New Hope Centre,KIBERA SILANGA BIBLE BAPTIST PRI SCH,often,Bible Baptised Church,religious,Silanga,yes,,,,yes,6-17yrs,196,165,Mo-Fr 08:00-16:00,,,,,yes,,,yes,,,,,operational,Books_400_per_term,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.7991949 -1.315745),(36.798351 -1.313031))",0,LANGATA,NAIROBI,KIBERA,0,0,0,PRIMARY SCHOOL,0,0,LAINI SABA,2,2,2,2,2,2,NAIROBI,25,15.6,,MIXED,DAY ONLY,ORDINARY,PRIVATE INDIVIDUAL,PRIVATE,0,,125,,5,,ST LAZARUS COMMUNITY SCH,2015/01/03,JamesLC,small_cars,school,,1,ironsheets,ironsheets,"PO Box 52405 -00200, Nairobi",0727 654 161,8_4_4,,,yes,,yes,4500,mixed,mgcsd,yes,,fees,,yes,150,5,5,,3,,primary,never,node/748845933,,,,,,,,kibera,St Lazarus School,ST LAZARUS COMMUNITY SCH,never,Recheal Lumosi,private,Soweto East,yes,rachloms@yahoo.com,,,yes,4-15yrs,90,60,Mo-Fr 07:00-16:00,,,,,,,,,1,1,,,operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feeding program is locally organised,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.7986811 -1.3185087))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015/04/14,muindre,small_cars,school,,1,mud,ironsheets,"P O Box 10313 - 00100, Nairobi",0719792118,8_4_4,yes,,,yes,yes,3600,mixed,mgcsd,yes,yes,other,yes,yes,350,12,9,3,6,,primary,often,node/748845940,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/ACK%20Emmanuel%20Perish/class.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/ACK%20Emmanuel%20Perish/compound%20(2).JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/ACK%20Emmanuel%20Perish/Teacher.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/ACK%20Emmanuel%20Perish/Sign%20post.JPG,,,,kibera,ACK Emmanuel Primary School,,never,ACK Church,religious,Silanga,yes,graceastua@yahoo.com,,,yes,3-15yrs,170,136,Mo-Fr 07:00-16:00,,,,,yes,,,yes,1,,,,operational,"exam_50; trip_350",,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,154,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.799904 -1.31746),(36.799025 -1.314793))",0,LANGATA,NAIROBI,KIBERA,0,0,0,PRIMARY SCHOOL,0,0,KIBERA,3,1,2,6,0,0,NAIROBI,,23.3,,MIXED,DAY ONLY,ORDINARY,NGO/CBO,PRIVATE,0,0,186,0,0,0,UNDUGU BASIC ED PROGRAMME KIBERA,2015/01/03,JamesLC,big_vehicles,school,,0,cement_block,ironsheets,"P O Box 40417 -00100, Nairobi",0724 334272,other,,yes,yes,yes,yes,0,mixed,moe,no,yes,sponsored,yes,yes,192,6,2,4,6,,other,never,node/748845943,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Undugu%20School/back.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Undugu%20School/compound.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Undugu%20School/kids.JPG,,,,,kibera,Undugu School Kibera,UNDUGU BASIC ED PROGRAMME KIBERA,never,Undugu Society,ngo,Silanga,yes,kamaungugi12@gmail.com,,,yes,7-20yrs,86,106,Mo-Fr 07:00-16:00,,,,,yes,,,yes,2,1,,,operational,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.7988731 -1.3141444))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015/04/16,Blasio,small_cars,school,,0,mud,ironsheets,,,8_4_4,,,,,,6300,mixed,mgcsd,yes,,fees,,,32,3,3,0,3,,pre_primary,often,node/748858916,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Cross%20Mission%20Shephered%20Staff%20Junior%20Children%20Center/class.JPG,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Cross%20Mission%20Shephered%20Staff%20Junior%20Children%20Center/kids.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Cross%20Mission%20Shephered%20Staff%20Junior%20Children%20Center/sign%20post.JPG,,,,kibera,Shepherd Staff Junior Children Centre,,always,Agness,private,Laini Saba,yes,,,,,1-4yrs,24,8,Mo-Fr 08:00-15:00,,,,,,,,,1,,,,operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.7960977 -1.3130214))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015/01/03,JamesLC,foot,school,,1,ironsheets,ironsheets,"P O Box 1001 -00300, Nairobi",0721656292,8_4_4,yes,yes,yes,yes,yes,7200,mixed,mgcsd,yes,yes,yes,,yes,343,13,9,4,10,,primary,often,node/748858917,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Ushirika%20Children%20Center/class.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Ushirika%20Children%20Center/compound.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Ushirika%20Children%20Center/pre%20school.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Ushirika%20Children%20Center/sign%20post.JPG,,,,kibera,Ushirika Children Centre,,always,Youth Development Forum,cbo,Mashimoni,yes,tunzatoto@yahoo.com,,,,3-5yrs,162,182,08:00-15:00,,,,,yes,,,yes,1,,,,operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.7976981 -1.3171852),(36.796953 -1.314477))",1,LANGATA,NAIROBI,KIBERA,0,0,1,PRIMARY SCHOOL,0,0,KIBERA,1,2,7,13,0,0,NAIROBI,30.5,15.3,152.5,MIXED,DAY ONLY,ORDINARY,RELIGIOUS ORGANIZATION,PRIVATE,1,0,305,0,10,0,SILOAM FRIENDS MINISTRIES ACADEMY- PRI,2017/05/22,ninjamask,foot,school,,1,ironsheets,ironsheets,"P O Box 57933 -00100, Nairobi",071024 45 65,8_4_4,yes,,,,,2700,mixed,mgcsd,yes,yes,fees,,yes,468,12,7,5,8,,primary,often,node/748863823,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Siloam%20Fellowship%20Primary%20School/class%201.JPG,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Siloam%20Fellowship%20Primary%20School/class.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Siloam%20Fellowship%20Primary%20School/sign%20post.JPG,,,,kibera,Siloam Primary Academy,SILOAM FRIENDS MINISTRIES ACADEMY- PRI,sometimes,Saint Gospel Church,religious,Silanga,yes,siloamministry@yahoo.com,,,yes,4-17yrs,230,238,Mo-Fr 08:00-16:10,yes,,,,,,,yes,3,,,,operational,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.7984272 -1.3174306))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014/08/13,Blasio,foot,school,,0,ironsheets,ironsheets,,,8_4_4,,,,,,,mixed,moe,,,no,,,,,,,,,pre_primary,often,node/748863824,,,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/St.%20Bakhita%20Silanga%20Pre%20School/wall.JPG,,,,kibera,St Bakita Nursery School,,,Christ the King Catholic Church Laini Saba,religious,Silanga,yes,,,,,,,,,,,,,,,,,,,,,operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.7960534 -1.3172816))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014/08/22,Blasio,foot,school,,1,ironsheets,ironsheets,"P O Box 72318 -00200, Nairobi",0723 941 883,8_4_4,,,,,yes,0,mixed,mgcsd,yes,yes,fees,yes,yes,304,13,10,3,0,,primary,often,node/748863827,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Wings%20of%20Life%20Children%20Center/baby%20class.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Wings%20of%20Life%20Children%20Center/building.JPG,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Wings%20of%20Life%20Children%20Center/sign%20post.JPG,,,,kibera,Wings Of Life Children's Centre,,never,Wings Of Life Children's Centre,cbo,Silanga,yes,jaedwing@yahoo.com,,,,2-11yrs,63,26,Mo-Fr 08:00-16:00,,,,,yes,,,yes,1,,,,operational,,,,,,,,,Calvary_Primary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.7973859 -1.3174537),(36.796392 -1.314894))",,LANGATA,KIBERA,,,,,,,,KIBERA,,,,,,,NAIROBI,,15.2,,,,,,,,,,,,,PCEA SILANGA SEC SCH,2016/07/27,lala jeccy,small_cars,school,yes,0,ironsheets,ironsheets,"P O Box 19742 - 00200, Nairobi",0711154264,8_4_4,yes,no,no,yes,yes,21800,mixed,moe,yes,yes,fees,yes,yes,89,11,6,5,4,,secondary,often,node/748863829,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/PCEA%20Silanga%20High%20School/class.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/PCEA%20Silanga%20High%20School/compound.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/PCEA%20Silanga%20High%20School/building.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/PCEA%20Silanga%20High%20School/gate.JPG,Langatta,,Nyayo highrise,kibera,PCEA Silanga High School,PCEA SILANGA SEC SCH,always,PCEA Church,religious,Silanga,yes,pceasilangas@gmail.com,,,,3-22yrs,42,37,Mo-Fr 06:30-20:00,,,,,yes,Computer_classes,,yes,3,2,,,operational,,,,Silanga,,,,,,4,1,91.0,R1010391,DAY ONLY,MIXED,0,0,1,1,ORDINARY,0,0,2,4,PRIVATE,19742-00202 NAIROBI,RELIGIOUS ORGANIZATION,NAIROBI WEST,SILANGA,0,0,91,6,,,,yes,,,,,,,,,,,,,yes,2331,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.7988523 -1.3153072))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016/07/26,lala jeccy,small_cars,school,,1,ironsheets,ironsheets,,0723 467518,8_4_4,,,,,,,mixed,mgcsd,yes,,,,,,,,,,,primary,often,node/748863830,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Winners%20Academy/class.JPG,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Winners%20Academy/teacher.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Winners%20Academy/building.JPG,,,,kibera,Jesus Winners Pre-School,,,Jesus Winners Church,religious,Soweto East,no,,,,,,,,Mo-Fr 08:00-17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.7773643 -1.317492))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017/10/12,muindre,big_vehicles,school,,1,ironsheets,ironsheets,P.O Box 44052-00100,0711354342,8_4_4,,,,yes,yes,,mixed,mgcsd,yes,yes,fees,,yes,97,9,5,4,7,0,primary,often,node/748870479,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Schools%20Steve/Church%20On%20The%20Rock%20Academ/Classroom.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Schools%20Steve/Church%20On%20The%20Rock%20Academ/Compound.JPG,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Schools%20Steve/Church%20On%20The%20Rock%20Academ/SignPost.JPG,,,,kibera,Church On The Rock Academy,,,Church On The Rock,religious,Raila,yes,,5600 per year,9000 per year,,,51,46,08:00-15:00,,,,,,few,yes,,,,,,,100 for exam,Esther Apiny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.7774269 -1.3173959))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017/10/12,muindre,big_vehicles,school,,1,ironsheets,ironsheets,"P O Box 22363-00400,Nairobi",0720918745,8_4_4,,,,,,7000,mixed,APBET,,yes,feed_the_child,,yes,161,10,6,4,10,6,primary,always,node/748870482,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Schools%20Steve/St.%20Stephene%20School/Classroom.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Schools%20Steve/St.%20Stephene%20School/Compound.JPG,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Schools%20Steve/St.%20Stephene%20School/Sign.JPG,,,,kibera,St Stephen Educational Centre,,,St Stephen,cbo,Raila,yes,mary.okila@yahoo.com,7000 per year,10000 per year,yes,,88,73,,,,,,,,,,,,,,,,Mary. L.Okila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.7840822 -1.3137578))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015/01/03,JamesLC,small_cars,school,,,ironsheets,ironsheets,P.O Box 21681-00200,0725938742,8_4_4,,yes,yes,yes,yes,4500,mixed,mgcsd,yes,yes,yes,,,220,9,4,5,,,primary,never,node/748912629,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Schools%20Steve/Gifted%20Hands%20Educational%20Center/class.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Schools%20Steve/Gifted%20Hands%20Educational%20Center/compound.JPG,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Schools%20Steve/Gifted%20Hands%20Educational%20Center/gate.JPG,,,,kibera,Gifted Hands Educational Centre,,,Gifted Hand CBO,cbo,Gatwekera,yes,g.hands@gmail.com,1500 per term,1500 per term,yes,1-13yrs,120,100,07:00-17:00,,,,,,,,,,,,,,,Ezekiel Otwori,,,,,,,St Juliet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.78229 -1.3135945))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015/01/03,JamesLC,foot,school,,,mud,ironsheets,,0711353341,8_4_4,,,,,,3600,mixed,,yes,,,,,55,3,3,,,,pre_primary,never,node/748912656,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Mt.%20Sinai%20Edu.%20Centre/class.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Mt.%20Sinai%20Edu.%20Centre/compund.JPG,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Mt.%20Sinai%20Edu.%20Centre/outside.JPG,,,,kibera,Mount Sinai Educational Centre,,,,private,Gatwekera,arranged,,,,,,20,35,,,1200,1200,1200,,,,,,,,,,,Janet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plot toilet,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.7824366 -1.314799))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014/08/21,muindre,small_cars,school,,,wood,ironsheets,,,8_4_4,,,,,,,mixed,,,yes,yes,,,,,,,,,primary,never,node/748912704,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Schools%20Steve/Missionaries%20of%20Charity/Classroom.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Schools%20Steve/Missionaries%20of%20Charity/Compound.JPG,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Schools%20Steve/Missionaries%20of%20Charity/Sign.JPG,,,,kibera,St Joseph (Missionaries Of Charity),,,Sisters Of Mother Teresa,religious,Gatwekera,yes,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.7818796 -1.316216))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015/01/03,JamesLC,foot,school,,1,ironsheets,ironsheets,P.O Box 10753-00400,0788506171,8_4_4,,yes,yes,,yes,2700,mixed,mgcsd,,yes,,,,8,1,,1,,,primary,often,node/748912736,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Schools%20Steve/Seed%20Junior%20Academy/class.JPG,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Schools%20Steve/Seed%20Junior%20Academy/receipt.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Schools%20Steve/Seed%20Junior%20Academy/building.JPG,,,,kibera,Seed School Kibera,,,Seed Foundation,ngo,Gatwekera,yes,aoukip@gmail.com,900 per term,,yes,,4,4,08:00-12:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,
